datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2019/05/14 13:00:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.525,-3.966,53.7
2019/05/14 13:00:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.514,-3.979,23.4
2019/05/14 13:00:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.512,-3.996,55.6
2019/05/14 13:00:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.505,-3.974,133.4
2019/05/14 13:00:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.503,-3.992,259.5
2019/05/14 13:00:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.501,-4.009,10.6
2019/05/14 13:00:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.494,-3.987,13.3
2019/05/14 13:00:00,AQUA_M-T,United Kingdom,England,East Riding of Yorkshire,,0,0,0,53.754,-0.858,5.6
2019/05/15 12:05:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.481,-3.957,69.1
2019/05/15 12:05:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.442,-3.999,305.2
2019/05/15 12:05:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.441,-3.994,325.9
2019/05/15 12:05:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.43,-3.984,523.8
2019/05/15 12:05:00,AQUA_M-T,United Kingdom,England,Norfolk,,0,0,0,52.682,0.164,21.6
2019/05/16 12:50:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.539,-3.987,38.1
2019/05/16 12:50:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.536,-4.004,124.4
2019/05/16 12:50:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.53,-3.982,32.6
2019/05/16 12:50:00,AQUA_M-T,United Kingdom,Scotland,Highland,,0,0,0,58.427,-3.97,5.5
2019/05/16 12:50:00,AQUA_M-T,United Kingdom,England,Manchester,,0,0,0,53.497,-2.519,4.2
2019/05/16 12:50:00,AQUA_M-T,United Kingdom,Wales,Denbighshire,,0,0,0,53.007,-3.233,4.9
2019/05/17 13:30:00,AQUA_M-T,United Kingdom,Scotland,Moray,,0,0,0,57.522,-3.614,31.8
2019/05/17 13:30:00,AQUA_M-T,United Kingdom,Scotland,Moray,,0,0,0,57.51,-3.611,37.9
2019/05/21 13:05:00,AQUA_M-T,United Kingdom,England,North Yorkshire,,0,0,0,54.351,-1.264,3.4
2019/05/21 13:05:00,AQUA_M-T,United Kingdom,England,Cambridgeshire,,0,0,0,52.423,0.082,4.6
2019/05/21 13:05:00,AQUA_M-T,United Kingdom,England,Hertfordshire,,0,0,0,51.944,-0.276,4.4
